Date,Open,High,Low,Close,Adj Close,Volume
2016-03-03,74.480003,74.500000,73.360001,73.910004,70.780815,6588300
2016-03-04,74.220001,74.250000,73.610001,73.900002,70.771225,9475300
2016-03-07,73.389999,73.449997,71.349998,71.940002,68.894218,16671900
2016-03-08,71.500000,71.519997,70.510002,70.620003,67.630096,12394400
2016-03-09,71.000000,71.080002,69.900002,70.680000,67.687546,9291600
2016-03-10,71.139999,71.400002,69.580002,70.220001,67.247040,10135100
2016-03-11,71.150002,72.010002,70.680000,71.629997,68.597343,9466400
2016-03-14,71.599998,71.720001,70.949997,71.489998,68.463264,7916500
2016-03-15,71.180000,71.910004,70.660004,71.910004,68.865509,6442800
2016-03-16,71.680000,72.830002,71.510002,72.370003,69.306015,7561800
2016-03-17,72.279999,73.669998,72.169998,73.139999,70.043419,7411700
2016-03-18,73.500000,74.099998,73.129997,73.779999,70.656326,15026200
2016-03-21,73.580002,73.940002,73.150002,73.769997,70.646744,7397400
2016-03-22,73.239998,73.650002,72.930000,72.959999,69.871025,6796800
2016-03-23,72.949997,74.169998,72.769997,73.910004,70.780815,7287100
2016-03-24,73.650002,74.160004,73.410004,74.139999,71.001076,6303900
2016-03-28,74.139999,74.269997,73.720001,74.080002,70.943611,7283300
2016-03-29,74.019997,75.589996,73.919998,75.379997,72.188576,10541500
2016-03-30,75.900002,77.000000,75.839996,76.779999,73.529297,9691900
2016-03-31,76.620003,76.919998,75.949997,76.480003,73.242012,7490800
2016-04-01,76.250000,78.250000,75.800003,77.589996,74.305000,10183400
2016-04-04,77.970001,78.309998,77.529999,77.830002,74.534851,6905800
2016-04-05,77.139999,77.470001,76.580002,76.970001,73.711273,6012000
2016-04-06,77.080002,78.279999,77.000000,78.209999,74.898758,6220400
2016-04-07,77.709999,77.980003,77.190002,77.580002,74.295433,7542100
2016-04-08,78.080002,78.620003,77.809998,78.029999,74.726395,5327500
2016-04-11,78.360001,78.779999,77.769997,77.820000,74.525276,5957200
2016-04-12,77.720001,78.550003,77.650002,78.519997,75.195625,5962900
2016-04-13,79.029999,79.930000,78.910004,79.709999,76.335251,9187300
2016-04-14,79.760002,80.669998,79.309998,80.330002,76.929016,11470300
2016-04-15,80.250000,80.690002,79.900002,80.080002,76.689598,7186700
2016-04-18,80.199997,81.550003,79.830002,81.449997,78.001587,7761200
2016-04-19,81.500000,81.730003,80.370003,80.750000,77.331230,8324700
2016-04-20,80.879997,81.639999,80.550003,81.150002,77.714287,8521300
2016-04-21,81.500000,81.669998,80.680000,80.790001,77.369537,9536900
2016-04-22,78.000000,79.360001,77.279999,79.110001,75.760674,18216000
2016-04-25,78.690002,78.839996,77.820000,78.139999,74.831757,11184600
2016-04-26,78.449997,78.699997,78.110001,78.529999,75.205223,6071800
2016-04-27,78.410004,79.000000,78.169998,78.760002,75.425484,6319400
2016-04-28,78.349998,79.269997,77.599998,77.680000,74.391190,8322600
2016-04-29,77.519997,78.010002,76.860001,77.239998,73.969841,8092700
2016-05-02,77.809998,78.470001,77.160004,78.459999,75.138184,7636800
2016-05-03,77.430000,78.360001,76.930000,77.190002,73.921951,7666300
2016-05-04,76.559998,77.379997,76.349998,77.070000,73.807045,8854000
2016-05-05,77.139999,77.699997,77.010002,77.360001,74.084747,6002300
2016-05-06,77.230003,77.800003,76.779999,77.720001,74.429504,6172600
2016-05-09,77.690002,78.360001,77.580002,78.220001,74.908333,9242300
2016-05-10,78.419998,79.330002,78.410004,79.199997,75.846848,6802600
2016-05-11,79.139999,79.330002,77.290001,77.300003,74.158386,8432500
2016-05-12,77.800003,78.190002,77.070000,77.889999,74.724380,7512800
2016-05-13,77.709999,78.279999,76.830002,76.830002,73.707466,7562700
2016-05-16,77.019997,78.059998,76.959999,77.800003,74.638069,8597900
2016-05-17,77.570000,77.919998,76.519997,76.790001,73.669106,7169900
2016-05-18,76.709999,77.879997,76.400002,77.430000,74.283104,6288500
2016-05-19,76.870003,77.250000,76.220001,76.879997,73.755463,5552200
2016-05-20,77.339996,78.040001,77.180000,77.669998,74.513336,6302100
2016-05-23,77.760002,77.989998,77.139999,77.209999,74.072044,5934300
2016-05-24,77.660004,79.500000,77.660004,79.379997,76.153839,7582300
2016-05-25,79.500000,79.669998,78.949997,79.059998,75.846840,5846700
2016-05-26,79.400002,79.400002,78.870003,79.000000,75.789307,4284000
2016-05-27,78.839996,79.660004,78.839996,79.660004,76.422478,4374600
2016-05-31,79.860001,79.870003,78.760002,78.940002,75.731743,8639600
2016-06-01,78.690002,79.320000,78.570000,79.220001,76.000343,4507000
2016-06-02,79.269997,79.949997,78.930000,79.949997,76.700668,5627500
2016-06-03,79.550003,80.199997,79.160004,79.940002,76.691093,7628000
2016-06-06,80.290001,80.900002,80.169998,80.540001,77.266708,7620100
2016-06-07,80.699997,81.000000,80.540001,80.599998,77.324265,5515700
2016-06-08,80.599998,81.709999,80.470001,81.650002,78.331581,8860900
2016-06-09,81.230003,81.540001,80.980003,81.260002,77.957451,6670900
2016-06-10,80.750000,80.750000,79.839996,80.180000,76.921326,7859900
2016-06-13,79.000000,80.180000,78.379997,78.400002,75.213669,10424600
2016-06-14,78.120003,78.750000,77.959999,78.570000,75.376755,7891700
2016-06-15,78.570000,78.839996,78.050003,78.169998,74.993011,7424000
2016-06-16,77.889999,78.519997,77.139999,78.349998,75.165695,9650800
2016-06-17,78.320000,78.330002,76.830002,76.989998,73.860977,14602200
2016-06-20,78.300003,78.379997,77.320000,77.339996,74.196754,9957500
2016-06-21,77.809998,78.010002,77.150002,77.330002,74.187164,9201000
2016-06-22,77.580002,77.760002,76.529999,76.529999,73.419662,9626700
2016-06-23,77.760002,78.239998,76.870003,78.230003,75.050583,13566200
2016-06-24,74.800003,76.040001,74.449997,75.050003,71.999840,18375000
2016-06-27,74.180000,74.580002,73.250000,73.339996,70.359314,16318400
2016-06-28,75.040001,75.500000,74.489998,75.160004,72.105377,14815200
2016-06-29,75.980003,76.760002,75.709999,76.739998,73.621132,12178100
2016-06-30,76.989998,77.139999,73.800003,74.169998,71.155602,24877300
2016-07-01,74.500000,75.940002,74.099998,74.480003,71.452995,13821400
2016-07-05,74.250000,74.970001,73.830002,74.669998,71.635284,11081000
2016-07-06,74.120003,74.750000,73.830002,74.059998,71.050049,11263800
2016-07-07,74.320000,75.290001,74.269997,74.510002,71.481773,8806700
2016-07-08,75.300003,76.550003,74.790001,76.419998,73.314125,10975000
2016-07-11,76.809998,77.190002,76.389999,76.519997,73.410080,8185900
2016-07-12,76.680000,77.570000,76.550003,77.480003,74.331085,10245500
2016-07-13,77.680000,77.779999,77.199997,77.459999,74.311874,6559200
2016-07-14,78.059998,78.540001,77.690002,78.139999,74.964256,6607400
2016-07-15,78.650002,78.750000,78.050003,78.300003,75.117744,8153400
2016-07-18,78.349998,78.699997,78.230003,78.309998,75.127335,4864200
2016-07-19,77.750000,78.889999,77.629997,78.720001,75.520668,9395500
2016-07-20,78.750000,79.750000,78.750000,79.360001,76.134674,7922100
2016-07-21,79.440002,79.730003,78.400002,78.790001,75.587814,9018000
2016-07-22,79.980003,80.080002,78.330002,79.910004,76.662292,12532400
2016-07-25,80.169998,80.169998,78.730003,78.940002,75.731743,7979900
2016-07-26,78.980003,79.059998,77.940002,78.489998,75.300011,9673200
2016-07-27,78.459999,78.790001,77.529999,78.529999,75.338394,10194400
2016-07-28,78.690002,80.000000,78.550003,79.190002,75.971573,8709700
2016-07-29,79.239998,79.349998,78.000000,78.050003,74.877899,7777700
2016-08-01,78.309998,78.529999,77.730003,78.260002,75.079361,8908800
2016-08-02,78.070000,78.470001,77.750000,78.279999,75.098541,7910000
2016-08-03,78.279999,78.709999,78.209999,78.709999,75.511070,7272700
2016-08-04,78.830002,79.650002,78.750000,79.480003,76.249779,5954400
2016-08-05,79.730003,80.239998,79.660004,80.139999,76.882957,6662500
2016-08-08,80.230003,80.339996,79.800003,79.949997,76.700668,5119700
2016-08-09,79.959999,80.480003,79.949997,80.059998,76.806198,4455700
2016-08-10,79.970001,80.220001,79.510002,79.680000,76.441666,5945500
2016-08-11,80.000000,80.279999,79.839996,80.120003,76.863792,6577700
2016-08-12,79.800003,80.080002,79.650002,80.019997,76.767822,4420400
2016-08-15,80.129997,81.150002,80.019997,80.910004,77.621674,6290300
2016-08-16,80.419998,80.910004,80.220001,80.809998,77.525734,6182600
2016-08-17,80.709999,80.860001,80.400002,80.839996,77.689102,4655400
2016-08-18,80.010002,80.589996,79.910004,80.269997,77.141304,7453900
2016-08-19,80.010002,80.470001,79.739998,80.470001,77.333519,8480900
2016-08-22,80.339996,81.080002,79.959999,81.059998,77.900520,7954500
2016-08-23,81.370003,81.760002,80.800003,80.800003,77.650665,10007800
2016-08-24,80.800003,80.980003,80.190002,80.290001,77.160545,5028000
2016-08-25,80.290001,80.519997,80.000000,80.320000,77.189377,5773700
2016-08-26,80.620003,81.139999,80.169998,80.570000,77.429619,7932200
2016-08-29,80.540001,80.989998,80.540001,80.870003,77.717941,4766700
2016-08-30,81.000000,81.190002,80.720001,81.169998,78.006241,4128700
2016-08-31,80.949997,81.199997,80.709999,80.900002,77.746773,7386100
2016-09-01,81.139999,81.550003,80.970001,81.300003,78.131149,6240600
2016-09-02,81.570000,82.150002,81.500000,82.000000,78.803894,6408900
2016-09-06,82.000000,82.529999,81.809998,82.529999,79.313240,8140400
2016-09-07,82.480003,83.260002,82.360001,83.239998,79.995575,9304700
2016-09-08,83.019997,83.629997,82.589996,82.970001,79.736069,7961100
2016-09-09,82.400002,82.809998,81.330002,81.330002,78.160011,11563000
2016-09-12,81.339996,83.129997,81.180000,82.970001,79.736069,9882700
2016-09-13,82.410004,82.440002,81.620003,81.889999,78.698189,8834300
2016-09-14,81.459999,82.220001,81.449997,81.489998,78.313766,10999500
2016-09-15,81.419998,82.129997,81.190002,82.010002,78.813515,10580300
2016-09-16,81.739998,82.260002,81.419998,82.070000,78.871162,11702000
2016-09-19,82.430000,83.040001,82.230003,82.510002,79.294014,8361700
2016-09-20,82.970001,83.230003,82.320000,82.480003,79.265175,6473300
2016-09-21,82.919998,83.250000,82.269997,83.220001,79.976357,7536200
2016-09-22,83.419998,83.790001,83.199997,83.360001,80.110886,6599400
2016-09-23,83.330002,83.449997,82.519997,82.540001,79.322815,8283700
2016-09-26,82.150002,82.260002,81.690002,81.809998,78.621300,8486800
2016-09-27,81.790001,82.379997,81.500000,82.160004,78.957664,7969500
2016-09-28,82.379997,83.010002,81.940002,82.970001,79.736069,7974300
2016-09-29,82.720001,83.059998,81.790001,81.919998,78.726997,5885400
2016-09-30,82.160004,83.040001,81.680000,82.699997,79.476616,9776800
2016-10-03,82.419998,83.110001,82.300003,82.860001,79.630356,8155400
2016-10-04,83.279999,83.529999,82.580002,82.730003,79.505463,5772000
2016-10-05,82.959999,83.449997,82.900002,83.349998,80.101280,6163400
2016-10-06,83.120003,83.480003,82.879997,83.360001,80.110886,7687100
2016-10-07,83.489998,83.699997,82.639999,82.879997,79.649590,8238100
2016-10-10,83.129997,83.540001,82.940002,83.120003,79.880249,7371500
2016-10-11,82.680000,82.790001,81.570000,82.040001,78.842346,6227400
2016-10-12,81.839996,82.540001,81.820000,82.250000,79.044144,3923600
2016-10-13,81.650002,82.129997,81.110001,81.870003,78.678970,6810900
2016-10-14,82.040001,83.190002,82.040001,82.449997,79.236351,6698100
2016-10-17,82.580002,82.690002,82.040001,82.150002,78.948044,8473700
2016-10-18,81.500000,82.370003,81.349998,81.580002,78.400269,11680400
2016-10-19,81.650002,82.870003,81.650002,82.809998,79.582329,8440900
2016-10-20,83.050003,83.099998,82.169998,82.500000,79.284401,6945200
2016-10-21,82.019997,82.540001,81.580002,82.349998,79.140244,8043200
2016-10-24,83.269997,83.589996,82.709999,83.169998,79.928284,16267000
2016-10-25,83.169998,83.169998,81.699997,82.029999,78.832726,15085900
2016-10-26,81.620003,82.260002,81.410004,81.750000,78.563606,8748400
2016-10-27,81.959999,82.269997,81.610001,81.919998,78.726997,7039200
2016-10-28,82.519997,83.360001,82.110001,82.220001,79.015289,10919600
2016-10-31,82.440002,82.900002,82.360001,82.510002,79.294014,10024000
2016-11-01,82.639999,82.690002,81.330002,81.620003,78.438705,10881500
2016-11-02,80.889999,81.379997,80.519997,80.580002,77.439224,9170900
2016-11-03,80.750000,81.129997,80.540001,80.650002,77.506516,7563100
2016-11-04,80.650002,81.239998,80.330002,80.360001,77.227814,7588100
2016-11-07,81.639999,82.529999,81.449997,82.510002,79.294014,7277900
2016-11-08,82.389999,83.160004,82.150002,82.879997,79.649590,7152000
2016-11-09,81.809998,83.300003,81.220001,83.239998,79.995575,12158500
2016-11-10,83.300003,83.959999,81.419998,81.870003,78.678970,17171600
2016-11-11,81.589996,82.629997,81.519997,81.879997,78.688583,7368000
2016-11-14,82.019997,82.220001,77.300003,78.379997,75.324974,21773500
2016-11-15,78.230003,79.540001,77.800003,78.570000,75.507591,18523400
2016-11-16,78.790001,80.190002,78.760002,80.080002,77.120697,9997700
2016-11-17,80.320000,81.199997,80.180000,81.070000,78.074112,8081800
2016-11-18,81.150002,81.500000,80.529999,80.820000,77.833359,7920800
2016-11-21,81.230003,81.779999,80.900002,81.690002,78.671204,8942100
2016-11-22,81.690002,81.690002,79.260002,79.930000,76.976212,18133900
2016-11-23,79.980003,79.989998,78.949997,79.570000,76.629539,12802600
2016-11-25,79.989998,80.370003,79.739998,80.129997,77.168831,6495700
2016-11-28,79.660004,80.010002,79.050003,79.080002,76.157639,11793100
2016-11-29,79.120003,79.580002,78.949997,79.150002,76.225052,8575200
2016-11-30,79.449997,79.449997,77.279999,77.320000,74.462654,15353900
2016-12-01,77.570000,77.620003,75.250000,75.430000,72.642532,21053000
2016-12-02,75.400002,76.250000,75.169998,75.720001,72.921791,13629600
2016-12-05,76.629997,77.599998,76.550003,77.309998,74.453026,12119200
2016-12-06,77.940002,77.970001,76.709999,77.110001,74.260437,13896600
2016-12-07,77.269997,79.489998,77.250000,79.309998,76.379112,13919800
2016-12-08,79.680000,79.870003,78.970001,79.279999,76.350235,13320100
2016-12-09,79.150002,79.930000,78.830002,79.139999,76.215424,10728300
2016-12-12,78.989998,79.029999,77.919998,78.500000,75.599075,11942300
2016-12-13,78.809998,79.500000,78.250000,79.199997,76.273193,12995100
2016-12-14,79.279999,79.980003,79.120003,79.129997,76.205795,20146200
2016-12-15,79.370003,80.389999,79.129997,79.500000,76.562103,14070900
2016-12-16,79.220001,79.459999,78.169998,78.349998,75.454605,19141700
2016-12-19,78.040001,78.599998,78.019997,78.099998,75.213837,8699100
2016-12-20,78.410004,78.580002,77.690002,78.360001,75.464249,6917400
2016-12-21,78.480003,78.550003,77.980003,78.139999,75.252373,9343600
2016-12-22,78.019997,78.059998,77.190002,77.900002,75.021248,12074000
2016-12-23,78.080002,78.480003,77.900002,78.150002,75.262009,6192900
2016-12-27,78.269997,78.849998,78.230003,78.349998,75.454605,3776000
2016-12-28,78.400002,78.650002,77.970001,78.300003,75.406471,7587100
2016-12-29,78.489998,78.839996,78.300003,78.330002,75.435364,6241100
2016-12-30,78.430000,78.540001,77.940002,78.019997,75.136795,7127300
2017-01-03,78.760002,79.910004,78.489998,79.500000,76.562103,13785200
2017-01-04,79.440002,80.260002,79.360001,80.150002,77.188080,8033100
2017-01-05,80.339996,81.529999,80.220001,81.089996,78.093353,7805100
2017-01-06,81.300003,82.489998,80.940002,82.209999,79.171967,8898300
2017-01-09,82.279999,82.449997,81.650002,81.750000,78.728973,7305300
2017-01-10,81.699997,81.900002,81.129997,81.309998,78.305222,6017500
2017-01-11,81.250000,81.800003,80.910004,81.800003,78.777115,7499200
2017-01-12,81.050003,81.470001,80.510002,81.370003,78.363022,6884000
2017-01-13,81.019997,81.849998,80.790001,81.169998,78.170410,7291200
2017-01-17,80.760002,81.489998,80.760002,81.260002,78.257072,6326500
2017-01-18,81.269997,81.830002,80.980003,81.589996,78.574890,8512300
2017-01-19,81.790001,81.849998,81.410004,81.730003,78.709717,6479400
2017-01-20,82.089996,82.279999,81.610001,81.839996,78.815628,9048500
2017-01-23,81.699997,82.300003,81.500000,82.150002,79.114197,7414200
2017-01-24,82.400002,83.489998,81.849998,83.230003,80.154289,8397500
2017-01-25,83.790001,84.269997,83.449997,83.900002,80.799530,9360900
2017-01-26,83.919998,83.919998,83.080002,83.239998,80.163918,8428200
2017-01-27,83.320000,83.800003,82.919998,83.769997,80.674309,5445900
2017-01-30,83.470001,83.739998,82.660004,83.699997,80.606895,8792800
2017-01-31,82.129997,83.279999,82.099998,82.709999,79.653488,7479400
2017-02-01,82.900002,83.089996,82.050003,82.440002,79.393486,7534400
2017-02-02,82.139999,82.699997,81.570000,82.300003,79.258652,11142300
2017-02-03,85.739998,86.820000,85.110001,86.080002,82.898941,28079600
2017-02-06,86.070000,86.099998,85.510002,85.830002,82.658188,9665300
2017-02-07,85.959999,86.349998,85.669998,85.779999,82.610039,8600300
2017-02-08,85.800003,85.839996,85.080002,85.089996,81.945526,7587700
2017-02-09,85.370003,85.769997,84.879997,85.580002,82.417442,6554700
2017-02-10,85.800003,86.139999,85.230003,85.900002,82.725632,10432000
2017-02-13,86.199997,86.699997,86.000000,86.440002,83.245659,6046300
2017-02-14,86.519997,86.970001,86.260002,86.849998,83.640503,5952000
2017-02-15,87.019997,87.540001,86.699997,87.540001,84.465477,8049700
2017-02-16,87.550003,87.680000,86.790001,87.410004,84.340034,8680600
2017-02-17,87.269997,87.680000,86.980003,87.459999,84.388268,5887200
2017-02-21,87.510002,88.040001,87.169998,87.919998,84.832123,9301300
2017-02-22,87.610001,88.150002,87.510002,87.800003,84.716331,8389900
2017-02-23,88.230003,88.489998,87.870003,88.180000,85.082993,6040500
2017-02-24,87.360001,88.430000,87.300003,88.430000,85.324211,5151300
2017-02-27,88.320000,88.379997,87.910004,88.000000,84.909317,6131600
2017-02-28,88.160004,88.379997,87.760002,87.940002,84.851433,8521900
2017-03-01,88.739998,89.139999,88.419998,88.989998,85.864555,11131400
2017-03-02,89.000000,89.129997,88.099998,88.529999,85.420715,10544200
2017-03-03,88.309998,88.910004,88.180000,88.790001,85.671570,5700600
2017-03-06,88.529999,89.269997,88.269997,88.940002,85.816307,7347600
2017-03-07,88.989998,89.300003,88.849998,89.059998,85.932098,5688400
2017-03-08,89.169998,89.300003,88.870003,88.959999,85.835594,5866800
2017-03-09,89.019997,89.500000,88.709999,89.110001,85.980347,5953900
2017-03-10,89.500000,89.860001,89.099998,89.730003,86.578560,12246700
2017-03-13,89.800003,90.309998,89.610001,90.110001,86.945221,8944100
2017-03-14,89.930000,90.029999,89.239998,89.550003,86.404877,6009400
2017-03-15,89.750000,90.099998,89.410004,89.919998,86.761879,6350700
2017-03-16,90.309998,90.330002,89.470001,90.040001,86.877655,9174400
2017-03-17,90.250000,90.629997,90.169998,90.239998,87.070648,8613400
2017-03-20,90.290001,92.050003,88.970001,89.180000,86.047882,9438000
2017-03-21,89.489998,89.709999,88.000000,88.059998,84.967201,11092100
2017-03-22,87.849998,89.040001,87.849998,88.519997,85.411057,7828600
2017-03-23,88.470001,89.389999,88.419998,88.860001,85.739120,7710700
2017-03-24,89.059998,89.610001,88.970001,89.190002,86.057549,7597600
2017-03-27,88.309998,88.989998,88.070000,88.949997,85.825951,5230000
2017-03-28,89.120003,89.419998,88.489998,89.120003,85.989998,7045500
2017-03-29,88.989998,89.389999,88.559998,89.180000,86.047882,4738000
2017-03-30,89.080002,89.099998,88.599998,89.010002,85.883850,6227100
2017-03-31,88.980003,89.349998,88.870003,88.870003,85.748779,6429800
2017-04-03,89.139999,89.459999,88.400002,89.360001,86.221558,9125800
2017-04-04,89.010002,89.330002,88.660004,88.779999,85.661919,4859900
2017-04-05,89.129997,90.199997,88.949997,89.029999,85.903145,7251600
2017-04-06,89.000000,89.260002,88.779999,89.089996,85.961021,8473900
2017-04-07,88.970001,89.239998,88.519997,88.739998,85.623314,5439500
2017-04-10,88.620003,89.250000,88.519997,88.860001,85.739120,5999400
2017-04-11,88.599998,88.849998,88.129997,88.849998,85.729462,7058500
2017-04-12,88.699997,89.209999,88.559998,88.680000,85.565437,5912500
2017-04-13,88.470001,89.779999,88.430000,88.870003,85.748779,7242700
2017-04-17,89.089996,89.900002,88.750000,89.809998,86.655754,6122800
2017-04-18,89.639999,89.919998,89.239998,89.730003,86.578560,6823500
2017-04-19,90.089996,90.620003,89.599998,89.750000,86.597870,7301300
2017-04-20,90.139999,91.500000,89.900002,91.150002,87.948685,12178300
2017-04-21,92.769997,92.800003,91.019997,91.150002,87.948685,19442600
2017-04-24,92.150002,92.500000,91.010002,91.849998,88.624084,11705400
2017-04-25,91.989998,92.349998,91.580002,92.110001,88.874954,7769200
2017-04-26,92.019997,92.480003,91.750000,91.820000,88.595154,11295200
2017-04-27,91.949997,92.000000,91.279999,91.599998,88.382881,5856800
2017-04-28,91.389999,91.550003,90.980003,91.220001,88.016228,6888500
2017-05-01,91.290001,91.669998,91.139999,91.260002,88.054817,9042100
2017-05-02,91.620003,92.750000,91.529999,92.540001,89.289871,11627700
2017-05-03,92.400002,92.550003,91.980003,92.440002,89.193382,4909000
2017-05-04,92.699997,92.849998,92.250000,92.620003,89.367035,5257000
2017-05-05,92.900002,92.980003,91.760002,92.089996,88.855675,8844500
2017-05-08,92.050003,92.160004,91.519997,91.919998,88.691628,5223600
2017-05-09,91.900002,92.139999,91.830002,92.000000,88.768837,3969500
2017-05-10,91.699997,92.410004,91.680000,92.250000,89.010056,6747600
2017-05-11,92.120003,92.309998,91.620003,92.099998,88.865334,7052200
2017-05-12,92.190002,92.779999,91.980003,92.730003,89.473198,5898800
2017-05-15,92.730003,93.419998,92.720001,93.230003,89.955635,7040100
2017-05-16,93.349998,93.720001,92.970001,93.150002,89.878448,5497400
2017-05-17,92.480003,92.760002,91.709999,91.760002,88.694382,8240200
2017-05-18,91.360001,92.480003,91.360001,91.709999,88.646049,8239800
2017-05-19,91.980003,92.809998,91.709999,92.480003,89.390327,9361300
2017-05-22,92.529999,93.599998,92.430000,93.309998,90.192574,9186200
2017-05-23,93.559998,94.070000,93.470001,93.860001,90.724213,7616100
2017-05-24,94.019997,94.989998,94.019997,94.809998,91.642487,6825300
2017-05-25,95.089996,95.379997,94.889999,95.040001,91.864807,7262400
2017-05-26,95.000000,95.120003,94.389999,94.669998,91.507133,4133900
2017-05-30,94.660004,94.879997,94.339996,94.720001,91.555481,6292700
2017-05-31,95.080002,95.529999,94.459999,95.230003,92.048416,9866000
2017-06-01,95.400002,95.449997,94.610001,95.400002,92.212753,8911900
2017-06-02,95.410004,96.190002,95.410004,96.150002,92.937691,8570200
2017-06-05,96.320000,96.589996,96.110001,96.550003,93.324341,14510500
2017-06-06,96.269997,96.599998,95.559998,95.790001,92.589737,7030300
2017-06-07,96.029999,96.220001,95.760002,96.089996,92.879677,6720300
2017-06-08,95.870003,96.120003,95.290001,96.089996,92.879677,7720300
2017-06-09,96.089996,96.250000,93.709999,94.559998,91.400826,16887100
2017-06-12,93.690002,94.040001,92.800003,93.500000,90.376251,15610000
2017-06-13,94.000000,95.339996,93.970001,95.080002,91.903450,8700100
2017-06-14,95.320000,96.000000,94.949997,95.320000,92.135437,6347000
2017-06-15,94.440002,94.529999,93.529999,94.169998,91.023849,12793900
2017-06-16,94.309998,94.440002,93.739998,94.169998,91.023849,14705100
2017-06-19,94.750000,94.849998,94.250000,94.790001,91.623138,5984300
2017-06-20,94.790001,94.959999,94.330002,94.379997,91.226845,5626700
2017-06-21,94.610001,94.769997,94.070000,94.540001,91.381493,5611400
2017-06-22,94.489998,94.510002,93.870003,93.949997,90.811188,5846500
2017-06-23,94.160004,95.650002,93.889999,95.580002,92.386765,11637300
2017-06-26,95.800003,96.269997,95.099998,95.220001,92.038757,6970800
2017-06-27,95.150002,95.339996,94.629997,94.900002,91.729477,6283600
2017-06-28,95.150002,96.400002,94.660004,96.230003,93.015030,5571300
2017-06-29,95.790001,95.790001,94.010002,94.419998,91.265488,8872500
2017-06-30,94.379997,94.620003,93.779999,93.779999,90.646889,9036600
2017-07-03,94.379997,94.410004,93.349998,93.349998,90.231247,6197700
2017-07-05,93.750000,94.400002,93.720001,94.010002,90.869209,9339600
2017-07-06,93.449997,93.970001,93.190002,93.250000,90.134590,8215700
2017-07-07,93.500000,94.410004,93.500000,93.919998,90.782196,6175800
2017-07-10,94.150002,95.370003,94.150002,95.089996,91.913101,8851800
2017-07-11,95.080002,95.629997,94.930000,95.410004,92.222412,5554100
2017-07-12,95.980003,96.449997,95.629997,96.180000,92.966705,5974800
2017-07-13,96.419998,96.650002,95.769997,95.940002,92.734711,6721700
2017-07-14,96.139999,97.370003,96.120003,96.930000,93.691643,6195800
2017-07-17,97.110001,97.290001,96.589996,96.830002,93.594986,5914900
2017-07-18,96.849998,97.750000,96.610001,97.580002,94.319931,7435000
2017-07-19,97.639999,98.330002,97.550003,98.250000,94.967545,6390400
2017-07-20,99.110001,99.139999,97.930000,98.110001,94.832222,8572900
2017-07-21,99.599998,100.489998,99.089996,99.599998,96.272446,17400200
2017-07-24,99.550003,100.419998,99.139999,100.370003,97.016716,9186000
2017-07-25,100.650002,100.849998,99.800003,99.989998,96.649406,6774900
2017-07-26,100.010002,100.989998,99.860001,100.849998,97.480682,7205400
2017-07-27,100.970001,101.180000,98.550003,99.570000,96.243454,10543900
2017-07-28,99.120003,99.589996,98.510002,99.150002,95.837463,6558800
2017-07-31,99.500000,100.000000,99.139999,99.559998,96.233757,7576600
2017-08-01,100.360001,101.070000,99.959999,100.870003,97.500008,6018100
2017-08-02,101.029999,101.279999,100.239998,101.279999,97.896309,5955600
2017-08-03,100.940002,101.099998,100.330002,100.589996,97.229355,5697500
2017-08-04,100.959999,101.339996,100.610001,100.889999,97.519348,4618000
2017-08-07,100.919998,101.540001,100.589996,101.489998,98.099304,7047100
2017-08-08,101.500000,101.720001,100.930000,101.279999,97.896309,6283700
2017-08-09,100.760002,101.300003,100.599998,100.970001,97.596664,6902100
2017-08-10,100.540001,100.879997,99.430000,99.489998,96.166122,8560800
2017-08-11,99.550003,100.300003,99.529999,100.089996,96.746078,5268200
2017-08-14,100.980003,102.110001,100.750000,101.870003,98.466606,5657600
2017-08-15,102.360001,102.779999,101.970001,102.629997,99.201202,5386000
2017-08-16,102.760002,103.930000,102.639999,103.320000,100.028976,13408300
2017-08-17,103.330002,103.529999,102.160004,102.160004,98.905914,7381600
2017-08-18,102.080002,103.089996,101.940002,102.510002,99.244789,5670900
2017-08-21,102.620003,103.349998,102.330002,103.220001,99.932167,5395000
2017-08-22,103.440002,104.199997,103.139999,104.070000,100.755058,5481000
2017-08-23,103.769997,103.970001,102.989998,103.180000,99.893448,5057200
2017-08-24,103.320000,103.500000,102.639999,103.220001,99.932167,4082300
2017-08-25,103.650002,103.879997,103.160004,103.349998,100.058006,4467400
2017-08-28,103.650002,103.830002,103.260002,103.779999,100.474304,3919900
2017-08-29,102.919998,104.070000,102.639999,103.769997,100.464622,7135300
2017-08-30,103.699997,104.000000,103.519997,103.730003,100.425911,8712700
2017-08-31,104.059998,104.190002,103.029999,103.519997,100.222603,13766000
2017-09-01,104.040001,104.080002,103.440002,103.900002,100.590492,4466800
2017-09-05,103.400002,103.459999,102.260002,103.010002,99.728851,6337500
2017-09-06,103.339996,103.750000,103.099998,103.180000,99.893448,6372200
2017-09-07,103.709999,105.440002,103.610001,104.559998,101.229462,6508600
2017-09-08,104.330002,104.769997,104.059998,104.430000,101.103630,5787200
2017-09-11,105.480003,106.150002,105.150002,106.150002,102.768837,6956000
2017-09-12,106.639999,106.639999,105.760002,106.209999,102.826927,5212400
2017-09-13,106.260002,106.260002,105.239998,105.830002,102.459023,6215700
2017-09-14,105.500000,106.839996,105.500000,106.080002,102.701057,8154000
